구인업체명,모집기간,인원,성별,연령,급여 타입,급여,근무요일,근무시간형태,근무시간,업종,고용형태,데이터기준일자
돌고래회식당,2020-08-03 - 2020-08-03,2,여,40 - 55,일급,90000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
놀부보쌈,2020-08-03 - 2020-08-07,1,여,연령 무관,일급,90000,주1일,기타,12:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
포항식당,2020-08-03 - 2020-08-06,1,여,연령 무관,시급,10000,주6일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
영광숯불갈비,2020-08-03 - 2020-08-04,1,여,연령 무관,시급,8590,주1일,기타,16:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
송도왕손짜장,2020-08-03 - 2020-08-04,1,여,30 - 60,시급,9000,주6일,기타,11:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
모모일식,2020-08-03 - 2020-08-04,1,여,연령 무관,시급,9000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
바다풍경회타운,2020-08-03 - 2020-08-07,1,여,연령 무관,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다풍경회타운,2020-08-03 - 2020-08-12,1,여,연령 무관,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
웰빙우렁이 쌈밥,2020-08-03 - 2020-08-31,1,여,연령 무관,시급,9000,주6일,기타,09:00~15:30,주방보조 및 홀서빙,자투리시간,2020-08-13
등대횟집,2020-08-03 - 2020-08-04,1,여,연령 무관,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
할매육숫간,2020-08-03 - 2020-08-07,1,여,40 - 60,일급,90000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
포항식당,2020-08-03 - 2020-08-06,1,여,연령 무관,시급,10000,주6일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
등대횟집,2020-08-03 - 2020-08-04,1,여,연령 무관,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
갈릴리대게횟집,2020-08-03 - 2020-08-09,1,여,연령 무관,일급,협의가능,주1일,기타,12:00~00:00,주방보조 및 홀서빙,자투리시간,2020-08-13
화도횟집,2020-08-03 - 2020-08-03,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
죽천해녀횟집,2020-08-02 - 2020-08-03,1,성별무관,연령 무관,일급,90000,협의가능,협의가능,,주방보조 및 홀서빙,무관,2020-08-13
수가성,2020-07-31 - 2020-07-31,1,여,연령 무관,일급,90000,주1일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
할매육숫간,2020-07-31 - 2020-07-31,1,여,50 - 60,일급,50000,"주말(토, 일)",저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
개운한 해장국,2020-07-31 - 2020-07-31,1,여,40 - 50,시급,10000,주1일,기타,15:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
강변횟집,2020-07-31 - 2020-07-31,1,여,45 - 55,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
신돈값하는 국밥집,2020-07-31 - 2020-08-03,1,여,연령 무관,일급,55000,주3일,기타,15:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
복자갈비 이동,2020-07-31 - 2020-07-31,1,여,연령 무관,시급,9000,주1일,기타,16:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
초곡 한우가,2020-07-31 - 2020-08-03,1,여,연령 무관,시급,8590,주3일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
착한장어(효자),2020-07-31 - 2020-07-31,1,여,연령 무관,시급,10000,주6일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
바다풍경회타운,2020-07-31 - 2020-07-31,1,여,연령 무관,일급,80000,주1일,기타,12:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
의성회타운,2020-07-31 - 2020-08-03,1,여,연령 무관,시급,9000,주1일,기타,10:00~16:00,주방보조 및 홀서빙,무관,2020-08-13
오천 운수대통,2020-07-31 - 2020-08-02,1,여,30 - 60,시급,10000,주2일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-07-31 - 2020-07-31,1,여,30 - 50,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
웰빙우렁이 쌈밥,2020-07-31 - 2020-08-23,1,여,연령 무관,시급,9000,주6일,기타,09:00~15:30,주방보조 및 홀서빙,자투리시간,2020-08-13
맛나멸치손칼국수,2020-07-31 - 2020-08-03,1,여,연령 무관,시급,8600,주1일,기타,10:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
초곡 한우가,2020-07-31 - 2020-08-03,1,여,연령 무관,시급,8590,주3일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
아재네생선구이,2020-07-31 - 2020-07-31,1,여,연령 무관,일급,90000,주2일,기타,11:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
영광숯불갈비,2020-07-31 - 2020-07-31,1,여,연령 무관,시급,8590,주1일,기타,16:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
장가네한우숯불갈비,2020-07-31 - 2020-08-07,1,여,연령 무관,일급,100000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
신수정회식당,2020-07-31 - 2020-08-02,1,여,연령 무관,일급,100000,주2일,기타,09:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
고구려화로구이,2020-07-31 - 2020-07-31,1,여,연령 무관,시급,9000,주1일,기타,18:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
신항만대게회식당,2020-07-31 - 2020-08-02,1,여,연령 무관,시급,10000,주1일,기타,10:00~19:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고구려화로구이,2020-07-31 - 2020-08-03,1,여,연령 무관,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
나리식당,2020-07-31 - 2020-08-08,1,여,20 - 60,일급,50000,주6일,기타,09:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
놀부보쌈,2020-07-31 - 2020-07-31,1,여,연령 무관,일급,90000,주1일,기타,12:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
생생대패앤샐러드,2020-07-31 - 2020-08-02,1,여,연령 무관,시급,9000,주2일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
샤브20 장성점,2020-07-31 - 2020-07-31,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
초곡 한우가,2020-07-31 - 2020-08-03,1,여,연령 무관,시급,8590,주3일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
금강산회식당,2020-07-30 - 2020-07-30,1,여,30 - 60,시급,10000,주1일,기타,11:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈통마늘보쌈,2020-07-30 - 2020-08-02,1,여,30 - 60,일급,50000,주3일,저녁 타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
아리랑감자탕,2020-07-30 - 2020-07-31,1,여,연령 무관,시급,9000,주2일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
과수원,2020-07-30 - 2020-08-09,1,여,연령 무관,시급,9000,주3일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다이야기회식당,2020-07-30 - 2020-08-02,1,여,연령 무관,일급,100000,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
고구려토종한우상대점,2020-07-30 - 2020-07-31,1,여,30 - 55,일급,90000,주4일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대련숯불갈비,2020-07-30 - 2020-07-31,1,여,40 - 63,일급,90000,주3일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
솔마루화로구이,2020-07-30 - 2020-08-02,1,남,연령 무관,일급,100000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
명천회식당,2020-07-30 - 2020-07-30,1,여,30 - 50,일급,90000,주1일,풀타임,09:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
백년손님,2020-07-30 - 2020-07-31,1,여,연령 무관,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
어웨이횟집,2020-07-30 - 2020-07-31,1,여,연령 무관,시급,10000,주1일,기타,17:30~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
큰손바다장어탕,2020-07-30 - 2020-07-30,1,여,연령 무관,시급,9000,주4일,기타,17:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
죽천해녀횟집,2020-07-30 - 2020-07-31,1,성별무관,연령 무관,일급,100000,"주말(토, 일)",기타,,주방보조 및 홀서빙,무관,2020-08-13
팔공숯불구이,2020-07-29 - 2020-07-31,1,여,연령 무관,일급,50000,주1일,기타,17:00~22:30,주방보조 및 홀서빙,자투리시간,2020-08-13
추자도횟집,2020-07-29 - 2020-07-29,1,여,40 - 55,시급,9000,주1일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
시골태화강,2020-07-29 - 2020-07-30,1,여,연령 무관,시급,10000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
과수원,2020-07-29 - 2020-07-31,1,여,연령 무관,시급,9000,주3일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돼지농민후계자,2020-07-29 - 2020-08-28,1,여,연령 무관,월급,2000000,주6일,기타,16:00~00:00,주방보조 및 홀서빙,무관,2020-08-13
시골태화강,2020-07-29 - 2020-07-30,1,여,연령 무관,시급,10000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
솔향기오리촌,2020-07-29 - 2020-07-29,1,여,연령 무관,일급,50000,주5일,기타,09:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
장수생오리 장성동,2020-07-29 - 2020-07-30,1,여,연령 무관,시급,10000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
기찻길옆막창,2020-07-29 - 2020-07-31,1,여,연령 무관,시급,9000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
전원숯불,2020-07-29 - 2020-07-31,1,여,30 - 63,일급,100000,주1일,기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
한우랑,2020-07-29 - 2020-07-31,1,여,연령 무관,시급,9000,주5일,저녁 타임,10:30~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
해미해물찜,2020-07-29 - 2020-08-02,1,여,30 - 65,시급,11000,주4일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
백년갈비,2020-07-29 - 2020-07-29,1,여,연령 무관,일급,50000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
공화춘,2020-07-29 - 2020-07-31,1,여,연령 무관,일급,90000,주3일,풀타임,09:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
해미해물찜,2020-07-29 - 2020-08-02,1,여,30 - 65,시급,11000,주4일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
기찻길옆막창,2020-07-29 - 2020-07-31,1,여,연령 무관,시급,9000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
갑을장어,2020-07-28 - 2020-07-28,1,여,20 - 60,일급,70000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,일반직,2020-08-13
명가전통민물장어,2020-07-28 - 2020-07-28,1,여,연령 무관,일급,95000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
착한장어(효자),2020-07-28 - 2020-07-28,1,여,연령 무관,시급,10000,주6일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
할매국수,2020-07-28 - 2020-07-31,1,여,40 - 55,일급,40000,주3일,기타,16:30~20:30,주방보조 및 홀서빙,무관,2020-08-13
과수원,2020-07-28 - 2020-07-29,1,여,연령 무관,일급,90000,주1일,풀타임,18:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
기찻길옆막창,2020-07-28 - 2020-07-28,1,여,연령 무관,시급,9000,주1일,기타,16:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
풍천장어,2020-07-28 - 2020-07-28,1,여,연령 무관,시급,10000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대복삼계탕,2020-07-28 - 2020-07-28,1,여,30 - 60,시급,10000,주1일,기타,10:30~14:30,주방보조 및 홀서빙,무관,2020-08-13
대련숯불갈비,2020-07-28 - 2020-07-30,1,여,연령 무관,일급,45000,주1일,기타,10:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대경회타운,2020-07-28 - 2020-08-02,1,여,연령 무관,시급,10000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
기찻길옆막창,2020-07-28 - 2020-07-31,1,여,연령 무관,시급,9000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
기찻길옆막창,2020-07-28 - 2020-08-10,1,여,연령 무관,시급,9000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
동원해물촌,2020-07-28 - 2020-07-31,1,여,40 - 60,시급,8590,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
어탕,2020-07-28 - 2020-07-28,1,여,30 - 60,시급,9000,주1일,기타,10:00~03:00,주방보조 및 홀서빙,무관,2020-08-13
영일대 조개구이,2020-07-28 - 2020-07-28,1,여,연령 무관,시급,10000,주5일,기타,15:00~01:00,주방보조 및 홀서빙,무관,2020-08-13
과수원,2020-07-27 - 2020-07-29,1,여,연령 무관,시급,9000,주3일,기타,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
황보네 먹거리,2020-07-27 - 2020-08-07,1,여,연령 무관,일급,30000,주1일,기타,18:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
고향숯불갈비,2020-07-27 - 2020-07-27,1,여,40 - 55,시급,9000,주3일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
바다속으로,2020-07-27 - 2020-07-31,1,여,30 - 55,일급,90000,"주말(토, 일)",기타,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
임곡춘천닭갈비,2020-07-27 - 2020-08-02,1,여,연령 무관,일급,90000,"주말(토, 일)",풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
어탕,2020-07-27 - 2020-07-27,1,여,30 - 60,시급,9000,주1일,기타,10:00~03:00,주방보조 및 홀서빙,무관,2020-08-13
한우랑,2020-07-27 - 2020-08-01,1,여,연령 무관,시급,9000,주6일,오전 타임,10:30~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
개성집,2020-07-27 - 2020-07-29,1,여,연령 무관,일급,90000,주1일,풀타임,10:30~21:30,주방보조 및 홀서빙,무관,2020-08-13
대복삼계탕,2020-07-27 - 2020-07-27,1,여,30 - 60,시급,10000,주1일,기타,10:30~14:30,주방보조 및 홀서빙,무관,2020-08-13
한우랑,2020-07-27 - 2020-08-02,1,여,연령 무관,시급,9000,주6일,오전 타임,10:30~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
만세회센터,2020-07-27 - 2020-07-31,1,여,45 - 55,시급,9000,주3일,기타,13:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
청림식육식당,2020-07-27 - 2020-08-01,1,여,연령 무관,시급,8590,주5일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
신전떡볶이 창포점,2020-07-27 - 2020-08-26,1,여,연령 무관,시급,8590,무관,기타,16:30~22:30,주방보조 및 홀서빙,무관,2020-08-13
죽도수제비집,2020-07-27 - 2020-08-01,1,여,연령 무관,일급,60000,주2일,기타,10:00~16:00,주방보조 및 홀서빙,자투리시간,2020-08-13
샤브20 장성점,2020-07-25 - 2020-08-24,2,성별무관,30 - 55,월급,2400000,주6일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
솔향기오리촌,2020-07-24 - 2020-07-24,1,여,연령 무관,일급,110000,주5일,기타,09:30~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
고향숯불갈비,2020-07-24 - 2020-07-27,1,여,35 - 55,시급,9000,주1일,저녁 타임,17:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고향숯불갈비,2020-07-24 - 2020-08-23,2,여,35 - 55,시급,9000,주5일,풀타임,10:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
해아름,2020-07-24 - 2020-07-24,1,여,연령 무관,일급,100000,"주말(토, 일)",풀타임,10:00~22:00,사무직,무관,2020-08-13
돌고래회식당,2020-07-24 - 2020-08-03,1,여,40 - 55,일급,90000,주1일,기타,10:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
청석골,2020-07-24 - 2020-07-24,1,여,연령 무관,시급,8590,주1일,기타,17:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
착한장어(효자),2020-07-24 - 2020-07-24,1,여,연령 무관,시급,10000,주6일,기타,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
한양횟집,2020-07-24 - 2020-07-26,1,여,45 - 55,일급,100000,주1일,풀타임,10:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
시골태화강,2020-07-24 - 2020-07-24,1,여,연령 무관,일급,100000,주1일,기타,08:00~20:00,주방보조 및 홀서빙,자투리시간,2020-08-13
고구려화로구이,2020-07-24 - 2020-07-26,1,여,연령 무관,시급,10000,주1일,오전 타임,10:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
(주)식판대장,2020-07-23 - 2020-08-23,1,여,연령 무관,시급,9000,월~금,기타,13:00~22:00,무관 및 기타,일반직,2020-08-13
팔공숯불구이,2020-07-23 - 2020-07-23,1,여,연령 무관,일급,50000,주1일,기타,17:00~22:30,주방보조 및 홀서빙,자투리시간,2020-08-13
갑을장어,2020-07-23 - 2020-07-24,1,여,20 - 60,일급,70000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,일반직,2020-08-13
갈비1번가,2020-07-23 - 2020-07-23,1,여,45 - 60,시급,9000,주1일,기타,17:00~23:00,주방보조 및 홀서빙,자투리시간,2020-08-13
운수대통,2020-07-23 - 2020-07-23,1,여,연령 무관,일급,90000,주1일,기타,10:00~21:30,주방보조 및 홀서빙,자투리시간,2020-08-13
호호짜글이삼겹살,2020-07-23 - 2020-07-24,1,여,연령 무관,시급,9000,주1일,저녁 타임,11:00~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
기찻길옆막창,2020-07-23 - 2020-07-25,1,여,연령 무관,시급,9000,주1일,기타,12:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
아재네생선구이,2020-07-23 - 2020-07-26,1,여,연령 무관,일급,90000,주2일,기타,11:00~21:00,주방보조 및 홀서빙,무관,2020-08-13
한우랑,2020-07-23 - 2020-07-26,1,여,연령 무관,시급,9000,주3일,오전 타임,10:30~15:00,주방보조 및 홀서빙,자투리시간,2020-08-13
금조갈비,2020-07-23 - 2020-07-23,1,여,45 - 60,일급,100000,주6일,풀타임,16:50~22:00,주방보조 및 홀서빙,무관,2020-08-13
소우리,2020-07-23 - 2020-07-24,1,여,40 - 60,일급,100000,주1일,풀타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
만석꾼갈비,2020-07-23 - 2020-07-24,1,여,연령 무관,일급,80000,주1일,기타,11:00~21:00,주방보조 및 홀서빙,자투리시간,2020-08-13
쿠우쿠우,2020-07-23 - 2020-07-25,1,여,연령 무관,일급,95000,주1일,기타,10:00~21:30,주방보조 및 홀서빙,무관,2020-08-13
영광숯불갈비,2020-07-23 - 2020-07-24,1,여,연령 무관,시급,8590,주1일,기타,16:00~22:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대풍가든,2020-07-23 - 2020-07-26,1,여,연령 무관,시급,10000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
대풍식당,2020-07-23 - 2020-07-23,1,여,연령 무관,시급,10000,주1일,기타,10:00~14:00,주방보조 및 홀서빙,자투리시간,2020-08-13
(주)금성출판사 푸르넷 죽도지점,2020-07-22 - 2020-08-21,2,여,30 - 48,시급,협의가능,월~금,기타,13:00~17:00,전문직,일반직,2020-08-13
곳간:애,2020-07-22 - 2020-07-26,1,성별무관,연령 무관,시급,9000,월~금,기타,16:00~19:00,주방보조 및 홀서빙,자투리시간,2020-08-13
돈수육백반,2020-07-22 - 2020-07-23,1,여,연령 무관,시급,8590,주1일,기타,09:00~15:00,주방보조 및 홀서빙,무관,2020-08-13
소우리,2020-07-22 - 2020-07-22,1,여,40 - 60,일급,100000,주1일,풀타임,17:00~22:00,주방보조 및 홀서빙,무관,2020-08-13
